房源编号 城市 区 方位 房屋名 大小 租赁方式 朝向 月租 计费方式 几室 几厅 几卫 入住 租期 看房 所在楼层 总楼层 电梯 车位 用水 用电 燃气 供暖
SH2312187067725258752 上海 闸北 阳城 星城美景苑 15 合租 东南 2280元/月 (月付价) 3室 1厅 1卫 随时入住 1年 随时可 6 6层 无 NULL 民水 民电 有 NULL 
SH2314230846527381504 上海 徐汇 漕河泾 华悦家园 26 合租 南 2550元/月 (月付价) 2室 1厅 1卫 随时入住 1年 随时可 7 34层 有 租用车位 民水 民电 有 NULL 
SH2274042443903008768 上海 虹口 凉城 建明花苑 16 合租 南 2300元/月 (月付价) 4室 1厅 2卫 随时入住 1年 需提前预约 4 7层 无 NULL 民水 民电 无 NULL 
SH2308720930870009856 上海 虹口 曲阳 玉田新村 29 整租 南 3200元/月 NULL 1室 0厅 1卫 随时入住 NULL 需提前预约 低楼层 5层 无 NULL 民水 民电 无 NULL 
SH2309936055937679360 上海 浦东 周浦 汇福家园健康里 83 整租 南/北 3200元/月 NULL 3室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 18层 无 NULL 民水 民电 无 NULL 
SH2304914529164992512 上海 徐汇 田林 田林十二村 48 整租 南 6000元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2312812632958582784 上海 静安 江宁路 富容大厦 13 合租 北 2980元/月 (月付价) 5室 2厅 2卫 随时入住 6~12个月 随时可 15 30层 有 租用车位 民水 民电 有 NULL 
SH2299418200233738240 上海 宝山 顾村 好日子大家园C区 16 合租 南 1370元/月 (季付价) 4室 2厅 2卫 随时入住 1~3年 随时可 6 6层 无 租用车位 NULL NULL 无 NULL 
SH2309958127883665408 上海 徐汇 徐家汇 东安一村 35 整租 南 4300元/月 (月付价) 1室 1厅 1卫 随时入住 1年以上 随时可 3 6层 无 NULL 民水 民电 有 自采暖 
SH2304908413945257984 上海 普陀 武宁 东新支路55弄 40 整租 南 4200元/月 (季付价) 1室 0厅 1卫 随时入住 1年以内 需提前预约 中楼层 7层 无 NULL 民水 民电 无 NULL 
SH2006232072116772864 上海 浦东 宣桥 艺泰安邦 87 整租 南 2500元/月 NULL 2室 2厅 1卫 NULL NULL NULL 低楼层 11层 有 NULL 民水 民电 无 自采暖 
SH2270236065997012992 上海 松江 泗泾 紫薇茗庭 50 整租 南 2100元/月 NULL 1室 1厅 1卫 随时入住 NULL 只能周末 高楼层 28层 有 NULL 民水 民电 有 NULL 
SH2308480792512167936 上海 普陀 武宁 中山北路3924弄 25 整租 北 3600元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 高楼层 7层 无 NULL 民水 民电 无 NULL 
SH2308562110042882048 上海 普陀 真光 清涧七街坊 54 整租 南 3900元/月 (季付价) 2室 1厅 1卫 2019-08-15 1年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2307896867658407936 上海 浦东 康桥 文怡苑 20 合租 南 1800元/月 (月付价) 3室 1厅 2卫 随时入住 6~12个月 随时可 7 14层 有 NULL 民水 民电 无 NULL 
SH2300609702578896896 上海 青浦 徐泾 蟠龙馨苑 45 整租 南 3000元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 18层 无 NULL NULL NULL NULL NULL 
SH2306599537495777280 上海 浦东 张江 川杨新苑(一期) 20 合租 南 2100元/月 (双月付价) 4室 1厅 4卫 随时入住 1年以上 随时可 5 6层 无 NULL 民水 民电 有 NULL 
SH2310744096605741056 上海 奉贤 南桥 解放新村 56 整租 南 1700元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 5层 无 NULL 民水 民电 无 NULL 
SH2303573153340719104 上海 浦东 北蔡 海上国际花园(二期) 18 合租 南 1520元/月 (月付价) 3室 1厅 1卫 随时入住 1年 随时可 10 24层 NULL NULL NULL NULL NULL NULL 
SH2299765116318785536 上海 普陀 桃浦 桃浦十村（紫腾苑小区白丽路701弄） 57 整租 南 3700元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 7层 无 NULL 民水 民电 无 NULL 
SH2299928259888160768 上海 静安 静安寺 百乐门小区 56 整租 南/北 9500元/月 (季付价) 2室 1厅 1卫 随时入住 2年以内 需提前预约 高楼层 11层 有 NULL 民水 民电 有 NULL 
SH2254030237379592192 上海 松江 车墩 好莱坞小区 33 整租 南 1700元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2287452339281330176 上海 闸北 彭浦 保德路1120弄 36 整租 南 3300元/月 NULL 1室 0厅 1卫 随时入住 NULL 需提前预约 中楼层 5层 无 NULL 民水 民电 无 NULL 
SH2055750222247624704 上海 浦东 惠南 听潮四村 79 整租 南 1800元/月 (季付价) 2室 1厅 1卫 随时入住 2年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2291814754945073152 上海 徐汇 龙华 龙南三四村 50 整租 南 4850元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 7层 无 NULL 民水 民电 无 NULL 
SH2315116516313399296 上海 普陀 万里 巴黎之春 12 合租 南 2630元/月 (季付价) 4室 1厅 2卫 随时入住 1年 随时可 14 18层 有 NULL 民水 民电 有 NULL 
SH2315021148469075968 上海 普陀 万里 巴黎之春 13 合租 北 1880元/月 (月付价) 4室 1厅 2卫 随时入住 6~12个月 随时可 13 18层 有 NULL 民水 民电 无 NULL 
SH2310639569458176000 上海 松江 佘山 翠鑫苑 87 整租 南 2200元/月 (季付价) 2室 2厅 1卫 随时入住 1年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2296965997178912768 上海 青浦 赵巷 金葫芦新村(十五区) 20 合租 南 1200元/月 (双月付价) 3室 1厅 1卫 随时入住 6~24个月 随时可 1 3层 NULL NULL NULL NULL NULL NULL 
SH2313509457981874176 上海 浦东 川沙 银凤小区 23 整租 南 1900元/月 (双月付价) 1室 0厅 1卫 随时入住 1年 随时可 1 6层 无 租用车位 商水 商电 有 NULL 
SH2300604016318480384 上海 静安 曹家渡 君悦静安 36 整租 西南 5800元/月 (月付价) 1室 1厅 1卫 随时入住 1~24个月 随时可 11 22层 有 租用车位 民水 民电 有 自采暖 
SH2310595145881624576 上海 闸北 大宁 中山北路945弄 39 整租 南 4500元/月 NULL 1室 0厅 1卫 2019-08-15 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2288412902702989312 上海 静安 曹家渡 新宏安大厦 108 整租 南 8500元/月 (季付价) 2室 2厅 1卫 随时入住 1年以内 需提前预约 低楼层 24层 有 NULL 民水 民电 有 自采暖 
SH2304904217518940160 上海 浦东 三林 博学家园 15 合租 南 2000元/月 (月付价) 2室 2厅 1卫 随时入住 1年以上 随时可 5 6层 有 租用车位 民水 民电 有 NULL 
SH2300563420682403840 上海 闵行 老闵行 江川路291弄 50 整租 南 2500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2282480161943732224 上海 浦东 惠南 禹洲商业广场 56 整租 南 1800元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 19层 无 NULL 商水 商电 无 NULL 
SH2257310836815036416 上海 浦东 惠南 禹洲商业广场 56 整租 北 2000元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 17层 无 NULL 商水 商电 无 NULL 
SH2286004194136047616 上海 普陀 甘泉宜川 宜川路310号 29 整租 西南 3300元/月 (月付价) 1室 1厅 1卫 随时入住 6~12个月 随时可 6 20层 NULL NULL NULL NULL NULL NULL 
SH2282367405596614656 上海 浦东 北蔡 莲杨苑 28 合租 南 1700元/月 (月付价) 4室 0厅 2卫 随时入住 1年 随时可 6 6层 无 NULL 民水 民电 有 NULL 
SH2243102609575780352 上海 浦东 外高桥 中凌东港苑 108 整租 南 3500元/月 (季付价) 3室 1厅 1卫 随时入住 1年以内 需提前预约 低楼层 14层 有 NULL 民水 民电 无 NULL 
SH2315254528913711104 上海 闵行 浦江 浦江世博家园八街坊 28 合租 南 1500元/月 (月付价) 4室 1厅 1卫 随时入住 1年 随时可 6 14层 有 免费使用 民水 民电 无 NULL 
SH2313638131754344448 上海 普陀 真光 清涧七街坊 54 整租 南 4600元/月 (季付价) 2室 1厅 1卫 随时入住 1年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2263537448824864768 上海 徐汇 田林 田林十四村 41 整租 南 5800元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 18层 有 NULL 民水 民电 有 NULL 
SH2304231366239191040 上海 徐汇 斜土路 中山新村 48 整租 南/北 6400元/月 (季付价) 2室 1厅 1卫 随时入住 1年以内 需提前预约 高楼层 7层 无 NULL 民水 民电 有 自采暖 
SH2299994987951030272 上海 闵行 老闵行 新华小区 42 整租 南/北 2500元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2305048057366462464 上海 浦东 金桥 银桥花苑 48 整租 南 3700元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2209140566355353600 上海 黄浦 五里桥 卢湾都市花园 131 整租 南 11000元/月 (季付价) 3室 2厅 2卫 随时入住 3年以内 需提前预约 低楼层 29层 有 NULL 民水 民电 无 NULL 
SH2293964958817591296 上海 浦东 北蔡 大华锦绣华城(四街区) 16 合租 南 1500元/月 (月付价) 3室 1厅 2卫 随时入住 1年以上 随时可 3 6层 无 NULL 民水 民电 无 NULL 
SH2314248791974756352 上海 浦东 川沙 华沙二村 16 合租 南 1500元/月 (季付价) 4室 1厅 1卫 随时入住 1年 随时可 2 6层 无 租用车位 民水 民电 有 NULL 
SH2267804650206412800 上海 杨浦 中原 殷行一村 36 整租 南 3500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2307184044116549632 上海 长宁 北新泾 剑河家苑 18 合租 南 3100元/月 (季付价) 2室 0厅 1卫 随时入住 1~2年 随时可 5 13层 无 租用车位 民水 民电 无 自采暖 
SH2301452494816935936 上海 松江 泗泾 塘和家园德悦苑 48 整租 南 1800元/月 (季付价) 1室 1厅 1卫 随时入住 3年以内 需提前预约 中楼层 20层 无 NULL 民水 民电 无 NULL 
SH2293324491843452928 上海 黄浦 打浦桥 大同花园北区 72 整租 南 10000元/月 (季付价) 1室 2厅 1卫 随时入住 1年以内 需提前预约 低楼层 32层 有 NULL 民水 民电 无 NULL 
SH2274518829839155200 上海 闸北 彭浦 共康四村 58 整租 南/北 3800元/月 (季付价) 2室 1厅 1卫 随时入住 3年以内 一般下班后可 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2270791486033633280 上海 普陀 真光 真光新村第二小区 46 整租 南 3600元/月 (季付价) 1室 1厅 1卫 随时入住 2年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2309329164324847616 上海 浦东 合庆 环庆新苑 47 整租 南 2800元/月 NULL 1室 1厅 1卫 2019-08-10 NULL 需提前预约 低楼层 6层 无 NULL 民水 民电 无 NULL 
SH2308672168881831936 上海 奉贤 南桥 江海新村 70 整租 南 1600元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 5层 无 NULL 民水 民电 无 NULL 
SH2303438490144620544 上海 宝山 罗店 年吉路100弄 22 合租 北 1100元/月 (月付价) 5室 1厅 3卫 随时入住 6~12个月 随时可 5 18层 无 租用车位 民水 民电 无 自采暖 
SH2313537558870761472 上海 浦东 金桥 爱法新城 10 合租 北 2200元/月 (月付价) 4室 1厅 1卫 随时入住 1年 随时可 6 6层 无 租用车位 民水 民电 无 自采暖 
SH2273692528396484608 上海 松江 松江老城 辰丰苑 74 整租 南 2000元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2300468793560285184 上海 虹口 江湾镇 新一小区 35 整租 南 3500元/月 NULL 1室 0厅 1卫 2019-08-15 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2308441414373490688 上海 静安 曹家渡 嘉园 12 合租 南 3300元/月 (月付价) 4室 1厅 1卫 随时入住 1年 随时可 3 24层 NULL NULL NULL NULL NULL NULL 
SH2285491747545432064 上海 普陀 武宁 西沙洪浜46号 34 整租 南 3800元/月 (季付价) 1室 0厅 1卫 随时入住 1年以内 需提前预约 高楼层 5层 无 NULL NULL NULL 有 自采暖 
SH2299757748562436096 上海 浦东 惠南 东城花苑一村 126 整租 南/北 2500元/月 NULL 2室 2厅 1卫 随时入住 NULL 需提前预约 高楼层 5层 无 NULL 民水 民电 无 NULL 
SH2275991059072811008 上海 奉贤 南桥 合景万景峰 12 合租 南 1010元/月 (月付价) 4室 1厅 2卫 随时入住 6~12个月 随时可 3 20层 NULL NULL NULL NULL NULL NULL 
SH2309399084865159168 上海 徐汇 徐家汇 实业公寓 10 合租 北 2580元/月 (月付价) 5室 2厅 2卫 随时入住 6~12个月 随时可 27 30层 有 租用车位 民水 民电 有 NULL 
SH2298095469802561536 上海 浦东 新场 万科清林径 120 整租 南 3500元/月 NULL 3室 2厅 2卫 2019-08-16 NULL 需提前预约 低楼层 18层 有 NULL 民水 民电 无 NULL 
SH2125231325887086592 上海 虹口 凉城 商洛小区 34 整租 南 3300元/月 NULL 1室 0厅 1卫 随时入住 NULL 需提前预约 高楼层 5层 无 NULL 民水 民电 有 自采暖 
SH2307753100993642496 上海 徐汇 徐家汇 嘉汇广场 25 合租 南 3000元/月 (月付价) 4室 0厅 4卫 随时入住 1年 随时可 16 31层 有 租用车位 民水 民电 有 NULL 
SH2302840263351214080 上海 徐汇 徐家汇 嘉汇广场 25 合租 南 3200元/月 (月付价) 3室 1厅 3卫 随时入住 1年以上 随时可 16 30层 NULL NULL NULL NULL NULL NULL 
SH2305666345599246336 上海 徐汇 龙华 海波花苑 56 整租 南 5500元/月 (季付价) 2室 1厅 1卫 2019-08-20 1年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2300603282542313472 上海 闵行 浦江 金硕河畔景园西区 71 整租 南 2300元/月 NULL 2室 1厅 1卫 随时入住 NULL 一般下班后可 低楼层 6层 无 NULL 民水 民电 无 NULL 
SH2282371292533628928 上海 徐汇 衡山路 华龙公寓(徐汇) 44 整租 西 6800元/月 (季付价) 1室 0厅 1卫 随时入住 1年以内 需提前预约 中楼层 24层 有 NULL 民水 民电 有 自采暖 
SH2278985262724030464 上海 浦东 周浦 圣鑫苑 76 整租 南 3700元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 11层 有 NULL 民水 民电 无 NULL 
SH2300758784844505088 上海 浦东 惠南 梅花新村(惠南) 59 整租 南 2500元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 5层 无 NULL 民水 民电 有 NULL 
SH2314872511830949888 上海 青浦 华新 瑞和明庭 9 合租 南 1730元/月 (季付价) 3室 1厅 1卫 随时入住 1年 随时可 15 18层 有 租用车位 民水 民电 有 NULL 
SH2305722737639309312 上海 浦东 曹路 河滨城市花园 50 整租 南 3600元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 高楼层 11层 有 NULL 民水 民电 无 NULL 
SH2306466129864310784 上海 长宁 中山公园 花园大厦 10 合租 南 3000元/月 (月付价) 4室 1厅 2卫 随时入住 1年 随时可 3 23层 NULL NULL NULL NULL NULL NULL 
SH2288105926366076928 上海 闵行 古美 晶杰苑 13 合租 西北 1599元/月 (月付价) 3室 1厅 2卫 随时入住 1年 随时可 5 18层 有 租用车位 民水 民电 有 自采暖 
SH2310812913289666560 上海 浦东 曹路 中虹家园 52 整租 南 3800元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 14层 有 NULL 民水 民电 有 自采暖 
SH2039644805746655232 上海 奉贤 青村 亿丰商务楼 72 整租 向暂无 1500元/月 NULL 1室 1厅 1卫 随时入住 NULL NULL 中楼层 14层 无 NULL 商水 商电 无 NULL 
SH2303247796146544640 上海 杨浦 黄兴公园 浣纱六村 8 合租 北 2160元/月 (季付价) 3室 1厅 1卫 随时入住 1年 随时可 5 7层 NULL NULL NULL NULL NULL NULL 
SH2314590492316680192 上海 长宁 天山 河风丽景 17 合租 南 3760元/月 (季付价) 3室 1厅 1卫 随时入住 1年 随时可 1 16层 有 NULL 民水 民电 有 NULL 
SH2306522621635993600 上海 普陀 桃浦 桃浦四村易居紫荆苑 60 整租 南 4500元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2270350549616697344 上海 浦东 周浦 公元新村 57 整租 南 2800元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 4层 无 NULL 民水 民电 无 NULL 
SH2147510057695182848 上海 奉贤 海湾 佳源梦想广场 91 整租 南/北 1500元/月 NULL 3室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 16层 无 NULL 民水 民电 无 NULL 
SH2294039159242752000 上海 徐汇 徐家汇 南丹小区 47 整租 西 6300元/月 (季付价) 2室 0厅 1卫 随时入住 2年以内 需提前预约 高楼层 7层 无 NULL 民水 民电 无 NULL 
SH2293966709973336064 上海 浦东 北蔡 大华锦绣华城(四街区) 17 合租 南 1550元/月 (月付价) 3室 1厅 3卫 随时入住 1年以上 随时可 3 6层 无 NULL 民水 民电 无 NULL 
SH2294740083879706624 上海 徐汇 徐汇滨江 滨江小区 69 整租 南 5200元/月 (季付价) 2室 1厅 1卫 随时入住 1年以内 需提前预约 低楼层 6层 无 NULL NULL NULL 有 NULL 
SH2312998582040395776 上海 浦东 惠南 惠康苑东苑 79 整租 南 1800元/月 NULL 3室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 11层 有 NULL 民水 民电 有 自采暖 
SH2275072879924355072 上海 闵行 浦江 瑞和城叁街区(鲁宁路80弄) 30 合租 南 1200元/月 (季付价) 3室 2厅 2卫 随时入住 1年以上 随时可 5 18层 无 NULL NULL NULL NULL NULL 
SH2254255617575223296 上海 浦东 惠南 民乐城汇雅苑 86 整租 南 1300元/月 NULL 3室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 18层 无 NULL NULL NULL NULL NULL 
SH2298604897450598400 上海 青浦 盈浦 南沁园 93 整租 南 2800元/月 NULL 2室 2厅 1卫 随时入住 NULL 一般下班后可 低楼层 6层 无 NULL 民水 民电 无 NULL 
SH2314260220739584000 上海 徐汇 徐家汇 嘉汇广场 20 合租 南 2600元/月 (月付价) 3室 1厅 2卫 随时入住 3~12个月 随时可 10 31层 有 NULL NULL NULL NULL 自采暖 
SH2307174797035454464 上海 闵行 浦江 瑞和城叁街区(汇臻路815弄) 16 合租 南 1050元/月 (月付价) 3室 1厅 1卫 随时入住 6~12个月 随时可 17 18层 无 免费使用 NULL NULL NULL NULL 
SH2302203574521692160 上海 普陀 长征 梅六小区 42 整租 南 3500元/月 NULL 1室 1厅 1卫 2019-08-15 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
